HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.no1.0,Answer.no2.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.other1.3,Answer.other2.3,Answer.otherText0,Answer.otherText1,Answer.otherText2,Answer.partial0.2,Answer.partial1.2,Answer.partial2.2,Answer.yes0.1,Answer.yes1.1,Answer.yes2.1,Approve,Reject
3FBEFUUYRKCDKCEYBZHPVDIQ42R6AD,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,3X73LLYYQ2M3O4QY6OIZ3UN2O0RNHI,AR3P9BOOABKKC,Submitted,Tue Aug 25 15:38:56 PDT 2020,Tue Aug 25 15:50:23 PDT 2020,Tue Sep 01 15:50:23 PDT 2020,,,,687,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/748.png,"The survey shows result of survey on Amount of Android_owners in U.S. by in the country as of 2016 . The results were split my respondents ' 2010 . During the survey , 19 of Afrian - respondents stated U.S. by did a Android_owners of potraying Android_owners .","This grouped bar chart has 3 categories for the x axis of Response representing Under $50, $50 - $100, $100 - $200, and $200 and up. The highest category is found at BlackBerry owners with a mean value of 23.5. The second highest category is found at iPhone owners with a mean value of 23.5. This represents a difference of 0.0%.","This statistic shows the results of a survey in 2014 among u.s. adults by gender on the most important issues to them in choosing a spouse or partner . During the survey , 46 percent of men were of the opinion that finding someone with a steady job would be very important to them in choosing a spouse or partner while 78 percent of women were of the opinion that finding someone with a steady job would be very important to them .",This statistic shows the results of a survey conducted in 2010 in the United States asking smartphone users how much they have spent on accessories for their cell phone . The survey revealed that 60 percent of Android owners spent under 50 U.S. dollars on accessories for their mobile phone .,Amount spent on smartphone accessories by U.S. consumers 2010,AS USUAL,BECAUSE  ON ITS DEMAND..,BECAUSE OF PRODUCT DAMAND DECREASING ...,BECAUSE THE RESPONSE WILL BE DECREASING AS WELL THE AMOUNT WILL BE SAME AS TO THE PRODUCT...,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,YES.,MAY BE...,YES...,true,true,false,false,false,false,,
3MQKOF1EE2V9CYWGMRLVJ8P9D7GWD5,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,32Q90QCQ1TTQWOETJAIDQZ9L2PWEKQ,A1WGBD0FTJPQXK,Submitted,Tue Aug 25 14:41:31 PDT 2020,Tue Aug 25 14:48:38 PDT 2020,Tue Sep 01 14:48:38 PDT 2020,,,,427,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/786.png,"The statistic shows the distribution of Employment in Norway by economic sector from 2009 to 2019 . In 2019 , 2.02 % of the employees in Norway were active in the agricultural sector , 19.09 % in Industry and 78.89 % in the Services sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 77.9. This peaked at 2019 with a value of 78.8.  The line with the second highest values was Industry with a mean value of 19.8. This line peaked at 2014 with a value of 20.4,"The statistic shows the distribution of employment in bhutan by economic sector from 2009 to 2019 . In 2019 , 16.4 percent of the employees in bhutan were active in the agricultural sector , 15.66 percent in industry and 67.94 percent in the service sector .","The statistic shows the distribution of employment in Norway by economic sector from 2009 to 2019 . In 2019 , 2.02 percent of the employees in Norway were active in the agricultural sector , 19.09 percent in industry and 78.89 percent in the service sector .",Employment by economic sector in Norway 2019,it went well with the chart,i could read it well,Very concise and simple,The summary clearly informs us of the reading of the chart,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,,i got a better understanding of the chart from the summary,the summary really points out the facts of the chart,,false,false,,true,true,,x,
3NKW03WTLME3170LRDRFJ7W8WM5QW4,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,3NPFYT4IZDCU029ROONQGW2ZBDZGX5,AOQ9XI6S8HFK3,Submitted,Tue Aug 25 13:36:58 PDT 2020,Tue Aug 25 13:42:10 PDT 2020,Tue Sep 01 13:42:10 PDT 2020,,,,312,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/818.png,"The Average retail price for one kilogram of regular in Canada was 109.7 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 106.0 and 106.5 Canadian dollars per kilogram . Prices were higher in 2015 , with an Average monthly cost of 106.0 dollars .","This grouped bar chart has 12 categories for the x axis of Month representing 2015, 2016, 2017, 2018, and 2019. The highest category is found at May with a mean value of 118.8. The second highest category is found at Jun with a mean value of 117.34. This represents a difference of 1.2%.","The average retail price for one kilogram of bananas in canada was 1.55 Canadian dollars in 2019 . This price remained relatively stable in 2019 , staying between 1.54 and 1.57 Canadian dollars per kilogram . Prices were higher in 2015 , with an average monthly cost of 1.7 dollars .","The average retail price for regular , unleaded gasoline at self-service stations in Canada was 114.5 Canadian cents per liter in December 2019 . Prices hitt a high of 1.3 dollars per liter in May 2019 . The average price in 2018 was around 1.26 dollars per liter , a substantial increase from an average of 1.07 dollars in 2015 .","Average retail price for regular , unleaded gasoline in Canada 2015 to 2019","The summary makes sense, it is just wrong.",I wasn't aware of any grammatical failures.,It doesn't drag on even if it is all wrong,the data in the summary is wrong,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,The chart shows monthly averages whereas the given sentence refers to a year as a whole.,the price was closer to 120 than 106,prices were generally quite low in 2015,false,false,false,false,false,false,x,
3I7KR83SNAK6E8PILXXQ91COZGQ9K5,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3E337GFOLAGPO8VNMI0HIUB19CLGN7,A23BGNP50WTKI2,Submitted,Wed Aug 26 12:07:26 PDT 2020,Wed Aug 26 12:08:11 PDT 2020,Wed Sep 02 12:08:11 PDT 2020,,,,45,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/846.png,"This graph depicts the total/average regular season attendance 2005 of the National Hockey League Carolina Sharks franchise of the National Hockey League Carolina League from the 2005/06 season to the 2018/19 season . In 2018/19 , the Total regular season attendance 2005 of the franchise was 587222 .",This line chart has 2 lines. The line representing Total attendance had the highest values across Year with a mean value of 595868.6. This peaked at 2006/07 with a value of 712861.0.  The line with the second highest values was Average attendance with a mean value of 15081.4. This line peaked at 2012/13 with a value of 17558.0,"This graph depicts the total/average regular season home attendance of the vancouver canucks franchise of the national hockey league from the 2005/06 season to the 2018/19 season . In 2018/19 , the total regular season home attendance of the franchise was 738918 .","This graph depicts the total/average regular season home attendance of the Carolina Hurricanes franchise of the National Hockey League from the 2005/06 season to the 2018/19 season . In 2018/19 , the total regular season home attendance of the franchise was 587,222 .",National Hockey League - Carolina Hurricanes home attendance 2005 to 2019,incorrect figures and names,correct,incorrect figures and names,incorrect figures and names,true,true,,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,incorrect figures and names,incorrect figures and names,,false,false,,false,false,,,
3AXFSPQOYQ5K4YAD6YX6IIYMNPLJF8,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:16 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:16 PDT 2020,,,3L4D84MIL0075EZDRQQ7AN6LFR0HJ8,A23BGNP50WTKI2,Submitted,Wed Aug 26 10:50:06 PDT 2020,Wed Aug 26 10:51:04 PDT 2020,Wed Sep 02 10:51:04 PDT 2020,,,,58,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/875.png,"The statistic shows the Johnson Johnson Johnson & from 2024 to 2012 . In 2019 , Johnson & in Immunology was the worldwide lowest at 11.69 % and rose to 7.87 % in 2012 . As of that Year , Anti-infectives had the highest Johnson & among individuals with 3.19 % of the population accessing the Johnson .",This line chart has 5 lines. The line representing Oncology had the highest values across Year with a mean value of 83.8. This peaked at 2019 with a value of 988.0.  The line with the second highest values was Immunology with a mean value of 10.8. This line peaked at 2019 with a value of 12.4,"This statistic shows the total medicaid value of marriott international hotels worldwide from 2010 to 2019 , by region . The average daily rate of marriott hotels in north america was 202.75 U.S. dollars in 2019 .","This statistic shows the revenue share of Johnson & Johnson 's pharmaceuticals segment worldwide from 2012 to 2024 , by product category . Johnson & Johnson is a multi-national company , specialized on pharmaceuticals , medical devices and consumer goods . The company is headquartered in New Brunswick , New Jersey .",Revenue of Johnson & Johnson 's pharmaceuticals segment worldwide 2012 to 2024,incorrect meaning,a lot of mistakes,incorrect meaning,incorrect meaning,true,true,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,incorrect meaning,incorrect meaning,incorrect meaning,false,false,false,false,false,false,,
31S7M7DAGGX0ITGE43E8F1QFIM0LTK,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:38 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:38 PDT 2020,,,3H8DHMCCWAJL4I0TNF7TKHR02DRKDZ,A1ZZINLCZZYOH4,Submitted,Tue Aug 25 14:34:26 PDT 2020,Tue Aug 25 14:43:14 PDT 2020,Tue Sep 01 14:43:14 PDT 2020,,,,528,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/891.png,"This graph depicts the Average ticket price for Tampa Bay Buccaneers games in Major League Baseball from 2006 to 2019 . In 2019 , the Average ticket price was at 82.59 U.S. dollars .","This line chart has an x axis representing Year and a y axis representing Average ticket price in U.S. dollars, with a total of 13 data points. The chart has 4 significant trends. The longest trend is slightly negative which exists from 2013 to 2008. On the contrary, the next significant trend is moderately positive which exists from 2019 to 2015. In a similar manner, the next significant trend is moderately neutral which exists from 2015 to 2013. In a similar manner, the next significant trend is extremely positive which exists from 2008 to 2006.","This graph depicts the average ticket price for los angeles ( St. Louis ) rams games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 118.09 u.s. dollars .","This graph depicts the average ticket price for Tampa Bay Buccaneers games in the National Football League from 2006 to 2019 . In 2019 , the average ticket price was at 82.59 U.S. dollars .",Average ticket price of the Tampa Bay Buccaneers 2006 to 2019,It clearly shows relation between ticket price and year.,Sentences are easy to read and understand.,Easy to get ticket price yearwiese,Charts show yearwise average ticket price.,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,,Graph show average ticket price in us dollar in line chart,It may be read from line chart,,false,false,,true,true,,x,
3T5ZXGO9DEV7V25Q20BMIBQQDO9QZU,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,3DH6GAKTYZXJROU6JCXHKHPEO9RYZM,A38RMJBVTCZ2UC,Submitted,Tue Aug 25 13:50:35 PDT 2020,Tue Aug 25 13:55:03 PDT 2020,Tue Sep 01 13:55:03 PDT 2020,,,,268,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/945.png,"This forecast shows the number of Qdoba in from 2011 to 2017 . For 2015 , the number of Qdoba in is estimated to reach 339 million , and could reach almost 341 million by 2017 . The number of Qdoba worldwide is predicted to rise around 2.32 million in 2015 and could increase to 2.71 million by 2017 .",This line chart has 2 lines. The line representing Franchise had the highest values across Year with a mean value of 329.7. This peaked at 2017 with a value of 341.0.  The line with the second highest values was Company-owned with a mean value of 320.1. This line peaked at 2017 with a value of 385.0,"This statistic shows the number of Major League Baseball players in the united from 2014 to 2017 . In 2017 , the number of participants ( aged six years and older ) in the united kingdom ( uk ) and the number of individuals has been quite stable with a flu on the previous year .","Fast casual restaurant chain Qdoba Mexican Eats had a total of 726 restaurants in 2017 . Of these , 385 were company-owned restaurants and 341 were franchised . This figure steadily increased over the course of the last four years , reaching its peak in 2017 .",Number of Qdoba restaurants from 2011 to 2017,the complete data is given,It seems very fluent,Own analysis,Own analysis,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,It seems in the given chart,Yes it is in the description,Yes it is in the description,false,false,false,true,true,true,x,
3THR0FZ95P0K51B68MS9LRKSJEJOL1,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:37 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:37 PDT 2020,,,37WLF8U1WQYMJ9LEDSZFEBH8LRB6K0,A3SPAKCKZC3V7C,Submitted,Tue Aug 25 14:46:01 PDT 2020,Tue Aug 25 14:52:32 PDT 2020,Tue Sep 01 14:52:32 PDT 2020,,,,391,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/953.png,"The statistic shows the Average of the player age in European Union member states and other selected European countries in 2018 , in years . Among these 33 countries Costa Rica has the longest player age in participating at 29.6 years . Average player age of the 2018 World Cup squads - additional information There were a total of 736 players across 32 teams in the World Cup , picked from domestic leagues in 52 countries .","This bar chart has 32 categories for the x axis representing Country, and a y axis representing Average player age in years. The highest category is found at Costa Rica where Average player age in years is 29.6. The lowest category is found at Nigeria where Average player age in years is 25.9.","The statistic shows a ranking of the participating national teams at the 2014 FIFA world cup in brazil by average age of players . The average age of the germany squad for the world cup in brazil is 26.3 years . average player age of the 2014 world cup squads - additional information There were a total of 736 players across 32 teams in the world cup , picked from domestic leagues in 52 countries .","While Costa Rica might have crashed out of the 2018 World Cup in the first round having finished bottom of their group , they were able to claim the title of the oldest average team . Their squad had an average age of 29.6 years , almost four years older than the squad of Nigeria , who had the youngest squad at the tournament . France 's stars bring home the trophyFrance 's squad was full of superstars such as Kylian Mbappé , Paul Pogba , and Antoine Griezmann , making it the most expensive squad assembled at the 2018 World Cup .",Average player age of participating national teams at the 2018 World Cup in Russia,The statements make sense and are easy to understand.,English is my first language and the summary was easy to understand,The statements in the paragraph are consise but more information could have been provided.,If you didnt see the chart you would have very little information about the ages of players in other countries.,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,The paragraph states this in a different sentance structure.,The longest bar is Costa Rica and the number represented is 29.6.,The paragraph stated this information.,false,false,false,true,true,true,x,
3MWOYZD5WVVAT1ERKZ8OYJOHO9JON3,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,352YTHGROWLH2WGSOJ334LH2XIA4HG,A38RMJBVTCZ2UC,Submitted,Tue Aug 25 13:45:05 PDT 2020,Tue Aug 25 13:50:35 PDT 2020,Tue Sep 01 13:50:35 PDT 2020,,,,330,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/96.png,"The statistic shows the distribution of Employment in Sweden by economic sector from 2009 to 2019 . In 2019 , 1.79 % of the employees in Sweden were active in the agricultural sector , 17.81 % in Industry and 80.39 % in the service sector .",This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 79.1. This peaked at 2019 with a value of 80.3.  The line with the second highest values was Industry with a mean value of 18.8. This line peaked at 2009 with a value of 20.1,"The statistic shows the distribution of employment in bhutan by economic sector from 2009 to 2019 . In 2019 , 33.5 percent of the employees in bhutan were active in the agricultural sector , 15.66 percent in industry and 67.94 percent in the service sector .","The statistic shows the distribution of employment in Sweden by economic sector from 2009 to 2019 . In 2019 , 1.79 percent of the employees in Sweden were active in the agricultural sector , 17.81 percent in industry and 80.39 percent in the service sector .",Employment by economic sector in Sweden 2019,No data except 2019,Own Observation,Own Perception,My observation,false,false,,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,,Data given for 2019 alone,"Yes, It was given.",,false,false,,false,true,,x,
3D7VY91L654KSP4I4TO2FKZICLOMBX,3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Wed Aug 26 09:25:17 PDT 2020,1,BatchId:4164674;OriginalHitTemplateId:928390912;,3600,604800,Wed Sep 02 09:25:17 PDT 2020,,,3IJXV6UZ1YROZXTA5DH1CQTRPKCRI4,A26Z3YPJ8RYJQJ,Submitted,Wed Aug 26 09:26:35 PDT 2020,Wed Aug 26 09:28:56 PDT 2020,Wed Sep 02 09:28:56 PDT 2020,,,,141,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/97.png,"This forecast shows the number of Qdoba in from 2011 to 2017 . For 2015 , the number of Qdoba in is estimated to reach 339 million , and could reach almost 341 million by 2017 . The number of Qdoba worldwide is predicted to rise around 2.32 million in 2015 and could increase to 2.71 million by 2017 .",This line chart has 2 lines. The line representing Franchise had the highest values across Year with a mean value of 329.7. This peaked at 2017 with a value of 341.0.  The line with the second highest values was Company-owned with a mean value of 320.1. This line peaked at 2017 with a value of 385.0,"This statistic shows the number of Major League Baseball players in the united from 2014 to 2017 . In 2017 , the number of participants ( aged six years and older ) in the united kingdom ( uk ) and the number of individuals has been quite stable with a flu on the previous year .","Fast casual restaurant chain Qdoba Mexican Eats had a total of 726 restaurants in 2017 . Of these , 385 were company-owned restaurants and 341 were franchised . This figure steadily increased over the course of the last four years , reaching its peak in 2017 .",Number of Qdoba restaurants from 2011 to 2017,it was easy to understand,I didn't notice any errors,all information appears to be contained,I was able to answer the questions and had the dates and estimations,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,It is contained on the right hand side by the summary,is contained on the right hand side by the summary,is contained on the right hand side by the summary,false,false,false,true,true,true,,
3BKZLF990Z67QCVL6E9344HO7U5QY3,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08,Tue Aug 25 13:36:39 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:39 PDT 2020,,,3L4PIM1GQUOAPX8F9V34YENFFS5YRQ,A27TJ4WJ4VRR0E,Submitted,Tue Aug 25 13:42:00 PDT 2020,Tue Aug 25 13:52:45 PDT 2020,Tue Sep 01 13:52:45 PDT 2020,,,,645,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/991.png,"The statistic shows the number of Senate composition from 116th Congress 2019 to 98th Congress 1983 . In 98th Congress 1983 , there were a Democrat of 46 unprovoked Senate on humans composition . 54 of these unprovoked Senate were Republican .",This line chart has 3 lines. The line representing Republican had the highest values across Year with a mean value of 49.7. This peaked at 109th Congress 2005 with a value of 55.0.  The line with the second highest values was Democrat with a mean value of 49.3. This line peaked at 103d Congress 1993 with a value of 57.0,"This statistic shows the number of pay tv and IPTV subscribers in germany from 2006 to 2013 . In the most recent measured period , the number of online users that year with roughly 4.86 million .",This graph shows the composition of the U.S. Senate by political party affiliation since 1983 . The 116th Congress consists of 45 Democratic and 53 Republican senators .,U.S. Senate - composition by political party affiliation 1983 to 2019,THE CONNECTIONS BETWEEN SENTENCES ARE COHERENT,IT IS IN FLUENT,THE SUMMARY IS CONCISE,"IT GIVES ALL INFO ABOUT DEMOCRATIC ,REPUBLICAN  AND OTHERS",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,THE FACTS ARE MENTIONED IN THE SUMMARY,YES THE FACTS ARE MENTIONED IN THE SUMMARY,"YES,THE SUMMARY WAS GOOD",false,false,false,true,true,true,x,
